1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.912023005,3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.891820298,3.912023005,3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.871201011,3.891820298,3.912023005,3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.850147602,3.871201011,3.891820298,3.912023005,3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.828641396,3.850147602,3.871201011,3.891820298,3.912023005,3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
3.80666249,3.828641396,3.850147602,3.871201011,3.891820298,3.912023005,3.931825633,3.951243719,3.970291914,3.988984047,4.007333185,4.025351691,4.043051268,4.060443011,4.077537444,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562,4.094344562
